Site,Region,Plot#,Species_Code,Latin_Name,Live_Total,Dead_Total
TNCW_14,ME,1096,QUIL,Quercus ilicifolia,1,0
TNCW_14,ME,1095,PIRI,Pinus rigida,15,0
TNCW_14,ME,1094,PIRI,Pinus rigida,10,2
TNCW_14,ME,1093,PIRI,Pinus rigida,15,0
TNCW_14,ME,1092,PIRI,Pinus rigida,10,0
TNCW_14,ME,1091,PIRI,Pinus rigida,7,0
TNCW_14,ME,1091,QUIL,Quercus ilicifolia,0,1
TNCW_14,ME,1090,POGR,Populus grandidentata,0,1
TNCW_14,ME,1090,PIRI,Pinus rigida,3,0
TNCW_14,ME,1089,PIRI,Pinus rigida,5,0
TNCW_14,ME,1088,PIRI,Pinus rigida,14,0
TNCW_14,ME,1087,PIRI,Pinus rigida,5,0
TNCW_14,ME,1086,PIST,Pinus strobus,1,0
TNCW_14,ME,1086,PIRI,Pinus rigida,6,1
TNCW_14,ME,1085,PIST,Pinus strobus,1,0
TNCW_14,ME,1085,QUIL,Quercus ilicifolia,1,0
TNCW_14,ME,1085,PIRI,Pinus rigida,1,0
TNCW_14,ME,1084,PIRI,Pinus rigida,5,0
TNCW_14,ME,1084,PIST,Pinus strobus,1,0
TNCW_14,ME,1083,PIRI,Pinus rigida,8,0
TNCW_14,ME,1082,PIRI,Pinus rigida,18,2
TNCW_14,ME,1081,PIRI,Pinus rigida,11,0
TNCW_14,ME,1080,QUIL,Quercus ilicifolia,0,1
TNCW_14,ME,1079,QUIL,Quercus ilicifolia,0,4
TNCW_14,ME,1078,QUIL,Quercus ilicifolia,0,4
TNCW_14,ME,1078,BEPO,Betula populifolia,3,0
TNCW_14,ME,1077,PIRI,Pinus rigida,13,3
TNCW_14,ME,1077,PIST,Pinus strobus,4,0
TNCW_14,ME,1076,PIRI,Pinus rigida,19,0
TNCW_14,ME,1075,PIRI,Pinus rigida,2,0
TNCW_14,ME,1074,PIRI,Pinus rigida,4,0
TNCW_14,ME,1074,QUIL,Quercus ilicifolia,1,0
TNCW_14,ME,1074,PIST,Pinus strobus,1,0
TNCW_12,ME,1119,PIRI,Pinus rigida,10,0
TNCW_12,ME,1118,PIRI,Pinus rigida,2,0
TNCW_12,ME,1118,PIST,Pinus strobus,1,0
TNCW_12,ME,1117,PIRI,Pinus rigida,7,0
TNCW_12,ME,1116,PIRI,Pinus rigida,15,0
TNCW_12,ME,1115,PIRI,Pinus rigida,16,0
TNCW_12,ME,1114,PIRI,Pinus rigida,15,0
TNCW_12,ME,1113,PIRI,Pinus rigida,17,1
TNCW_12,ME,1113,PIST,Pinus strobus,1,0
TNCW_12,ME,1112,PRSE,Prunus serotina,2,0
TNCW_12,ME,1112,PIRI,Pinus rigida,4,0
TNCW_12,ME,1111,POGR,Populus grandidentata,2,1
TNCW_12,ME,1111,QUIL,Quercus ilicifolia,0,2
TNCW_12,ME,1110,QUIL,Quercus ilicifolia,1,3
TNCW_12,ME,1110,POGR,Populus grandidentata,0,1
TNCW_12,ME,1110,ACRU,Acer rubrum,2,0
TNCW_12,ME,1110,PIST,Pinus strobus,1,0
TNCW_12,ME,1109,QUIL,Quercus ilicifolia,1,6
TNCW_12,ME,1109,POGR,Populus grandidentata,1,0
TNCW_12,ME,1108,PIRI,Pinus rigida,4,1
TNCW_12,ME,1108,ACRU,Acer rubrum,4,0
TNCW_12,ME,1107,PIRI,Pinus rigida,6,1
TNCW_12,ME,1107,PRSE,Prunus serotina,1,0
TNCW_12,ME,1107,QUIL,Quercus ilicifolia,1,0
TNCW_12,ME,1106,POGR,Populus grandidentata,8,0
TNCW_12,ME,1106,PRSE,Prunus serotina,1,0
TNCW_12,ME,1105,ACRU,Acer rubrum,0,1
TNCW_12,ME,1105,POGR,Populus grandidentata,0,1
TNCW_12,ME,1105,QUIL,Quercus ilicifolia,0,2
TNCW_12,ME,1104,POGR,Populus grandidentata,6,0
TNCW_12,ME,1104,PIST,Pinus strobus,1,0
TNCW_12,ME,1103,POGR,Populus grandidentata,8,1
TNCW_12,ME,1103,PRSE,Prunus serotina,1,0
TNCW_12,ME,1102,POGR,Populus grandidentata,4,0
TNCW_12,ME,1102,BEPO,Betula populifolia,3,0
TNCW_12,ME,1102,PRSE,Prunus serotina,1,0
TNCW_12,ME,1102,PIST,Pinus strobus,1,0
TNCW_12,ME,1101,POGR,Populus grandidentata,4,2
TNCW_12,ME,1101,QUIL,Quercus ilicifolia,1,0
TNCW_12,ME,1100,POGR,Populus grandidentata,8,0
TNCW_12,ME,1099,BEPO,Betula populifolia,3,0
TNCW_12,ME,1099,ACRU,Acer rubrum,5,0
TNCW_12,ME,1099,PIST,Pinus strobus,2,0
TNCW_12,ME,1098,POGR,Populus grandidentata,3,1
TNCW_12,ME,1098,ACRU,Acer rubrum,5,0
TNCW_12,ME,1098,PIST,Pinus strobus,1,1
