Site,Region,Plot_No,Species_Code,Latin_Name,DBH(cm),Browse,Other_damage
TNCW_12,ME,1102,PRSE,Prunus serotina,6.4,,
TNCW_12,ME,1101,QUIL,Quercus ilicifolia,2.9,,
TNCW_12,ME,1100,ACRU,Acer rubrum,3,,
TNCW_12,ME,1100,POGR,Populus grandidentata,6,,
TNCW_12,ME,1100,ACRU,Acer rubrum,3.1,,
TNCW_12,ME,1100,ACRU,Acer rubrum,4.4,,
TNCW_12,ME,1100,ACRU,Acer rubrum,3.5,,
TNCW_12,ME,1099,QUIL,Quercus ilicifolia,3.7,,
TNCW_12,ME,1099,PRSE,Prunus serotina,2.8,,
TNCW_12,ME,1099,BEPO,Betula populifolia,3,,
TNCW_12,ME,1099,PIST,Pinus strobus,7.9,,
TNCW_12,ME,1099,PIST,Pinus strobus,5.6,,
TNCW_12,ME,1098,ABBA,Abies balsamea,4.4,,
TNCW_12,ME,1098,PIST,Pinus strobus,8.8,,
