Site,Region,Plot_No,Species_Code,Latin_Name,DBH(cm),Browse,Other_damage
 TNCW_7SW,ME,1006,BEPO,Betula populifolia,3.1,,STUMP SPROUT
 TNCW_7SW,ME,1006,BEPO,Betula populifolia,6.6,,STUMP SPROUT
 TNCW_7SW,ME,1006,BEPO,Betula populifolia,9.8,,STUMP SPROUT
 TNCW_7SW,ME,1006,BEPO,Betula populifolia,2.9,,STUMP SPROUT
 TNCW_7SW,ME,1006,BEPO,Betula populifolia,4.1,,STUMP SPROUT
 TNCW_7SW,ME,1006,BEPO,Betula populifolia,3.2,,STUMP SPROUT
 TNCW_7SW,ME,1006,BEPO,Betula populifolia,7.0,,STUMP SPROUT
 TNCW_7SW,ME,1005,PIRI,Pinus rigida,9.0,,
 TNCW_7SW,ME,1005,QUIL,Quercus ilicifolia,2.5,,
 TNCW_7SW,ME,1005,QUIL,Quercus ilicifolia,5.8,,
 TNCW_7SW,ME,1004,QUIL,Quercus ilicifolia,4.2,,
 TNCW_7SW,ME,1004,QUIL,Quercus ilicifolia,4.5,,
 TNCW_7SW,ME,1004,QUIL,Quercus ilicifolia,4.0,,
 TNCW_7SW,ME,1004,QUIL,Quercus ilicifolia,4.6,,
 TNCW_7SW,ME,1003,PIRI,Pinus rigida,6.5,,
 TNCW_7SW,ME,1003,PIRI,Pinus rigida,7.1,,
 TNCW_7SW,ME,1003,QUIL,Quercus ilicifolia,2.7,,
 TNCW_7SW,ME,1003,QUIL,Quercus ilicifolia,3.0,,
 TNCW_7SW,ME,1003,QUIL,Quercus ilicifolia,2.7,,
 TNCW_7SW,ME,1003,QUIL,Quercus ilicifolia,3.4,,DEAD TOP
 TNCW_7SW,ME,1002,QUIL,Quercus ilicifolia,2.6,,
 TNCW_7SW,ME,1002,QUIL,Quercus ilicifolia,3.5,,
 TNCW_7SW,ME,1002,QUIL,Quercus ilicifolia,3.1,,
 TNCW_7SW,ME,1001,BEPO,Betula populifolia,2.7,,
 TNCW_7SW,ME,1001,BEPO,Betula populifolia,3.1,,
 TNCW_7SW,ME,1001,BEPO,Betula populifolia,7.0,,
 TNCW_7SW,ME,1001,BEPO,Betula populifolia,7.2,,
 TNCW_7SW,ME,1001,BEPO,Betula populifolia,5.2,,
 TNCW_7SW,ME,1001,BEPO,Betula populifolia,3.6,,
 TNCW_7SW,ME,1001,QUIL,Quercus ilicifolia,3.3,,
 TNCW_7SW,ME,1001,QUIL,Quercus ilicifolia,3.3,,
 TNCW_7SW,ME,1001,QUIL,Quercus ilicifolia,3.0,,
 TNCW_7SW,ME,1000,QUIL,Quercus ilicifolia,3.1,,
 TNCW_7SW,ME,999,BEPO,Betula populifolia,3.6,,
 TNCW_7SW,ME,999,BEPO,Betula populifolia,7.2,,
 TNCW_7SW,ME,999,BEPO,Betula populifolia,6.5,,
 TNCW_7SW,ME,999,BEPO,Betula populifolia,3.0,,
 TNCW_7SW,ME,999,BEPO,Betula populifolia,6.2,,
 TNCW_7SW,ME,998,NA,No species found,0.0,,
 TNCW_7SW,ME,997,QUIL,Quercus ilicifolia,4.1,,
 TNCW_7SW,ME,997,QUIL,Quercus ilicifolia,3.5,,
 TNCW_7SW,ME,997,QUIL,Quercus ilicifolia,2.9,,
 TNCW_7SW,ME,996,QUIL,Quercus ilicifolia,3.1,,
 TNCW_7SW,ME,996,BEPO,Betula populifolia,5.2,,
 TNCW_7SW,ME,996,PRSE,Prunus serotina,5.8,,
 TNCW_7SW,ME,995,BEPO,Betula populifolia,8.1,,
 TNCW_7SW,ME,994,NA,No species found,0.0,,
 TNCW_7SW,ME,993,QUIL,Quercus ilicifolia,5.3,,
 TNCW_7SW,ME,992,QUIL,Quercus ilicifolia,5.5,,
 TNCW_7SW,ME,991,PRSE,Prunus serotina,5.0,,
 TNCW_7SW,ME,991,QUIL,Quercus ilicifolia,3.3,,
 TNCW_7SW,ME,991,QUIL,Quercus ilicifolia,2.6,,
 TNCW_7SW,ME,991,QUIL,Quercus ilicifolia,2.5,,
 TNCW_7SW,ME,991,QUIL,Quercus ilicifolia,3.3,,
 TNCW_7SW,ME,991,QUIL,Quercus ilicifolia,5.2,,
 TNCW_7SW,ME,991,QUIL,Quercus ilicifolia,4.2,,
 TNCW_7SW,ME,991,QUIL,Quercus ilicifolia,2.8,,
